Scale,All-age feature set,Added pet features,ARI,NMI,Core-case grids,Countercase grids,Core modal transition,Countercase modal transition
1.0 km,"Education-child, elder care, health care, transit, recreation/park/sport, daily life, all-age alignment score, service density, population and housing price",Pet-care opportunity percentile; pet distinctiveness percentile,0.755,0.731,185,115,All-age type 4 → with-pet type 5,All-age type 6 → with-pet type 6
