scale_km,buffer_km,pet_threshold,elder_threshold,grid_count,grid_share,population_exposed_share,population_dense_grid_count,population_dense_grid_share_within_flag,mean_all_age_buffer_alignment,mean_service_density_pct,mean_transit_buffer_pct,mean_population_pct,mean_housing_price_pct
1.0,1.0,0.85,0.4,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.9,0.1,237,0.023363564668769717,0.05441510880832213,200,0.8438818565400844,0.6870324772166524,0.8507636777668272,0.8091114128796674,0.8042585957516374,0.3785189169804554
1.0,1.0,0.9,0.2,237,0.023363564668769717,0.05441510880832213,200,0.8438818565400844,0.6870324772166524,0.8507636777668272,0.8091114128796674,0.8042585957516374,0.3785189169804554
1.0,1.0,0.9,0.25,237,0.023363564668769717,0.05441510880832213,200,0.8438818565400844,0.6870324772166524,0.8507636777668272,0.8091114128796674,0.8042585957516374,0.3785189169804554
1.0,1.0,0.9,0.3,237,0.023363564668769717,0.05441510880832213,200,0.8438818565400844,0.6870324772166524,0.8507636777668272,0.8091114128796674,0.8042585957516374,0.3785189169804554
1.0,1.0,0.9,0.4,237,0.023363564668769717,0.05441510880832213,200,0.8438818565400844,0.6870324772166524,0.8507636777668272,0.8091114128796674,0.8042585957516374,0.3785189169804554
1.0,2.0,0.7,0.1,523,0.05155757097791798,0.03945133587790326,205,0.3919694072657744,0.5340145296521748,0.6210389380734096,0.5424069601121269,0.6107833883685101,0.2785448170063554
1.0,2.0,0.7,0.2,523,0.05155757097791798,0.03945133587790326,205,0.3919694072657744,0.5340145296521748,0.6210389380734096,0.5424069601121269,0.6107833883685101,0.2785448170063554
1.0,2.0,0.7,0.25,523,0.05155757097791798,0.03945133587790326,205,0.3919694072657744,0.5340145296521748,0.6210389380734096,0.5424069601121269,0.6107833883685101,0.2785448170063554
1.0,2.0,0.7,0.3,523,0.05155757097791798,0.03945133587790326,205,0.3919694072657744,0.5340145296521748,0.6210389380734096,0.5424069601121269,0.6107833883685101,0.2785448170063554
1.0,2.0,0.7,0.4,523,0.05155757097791798,0.03945133587790326,205,0.3919694072657744,0.5340145296521748,0.6210389380734096,0.5424069601121269,0.6107833883685101,0.2785448170063554
1.0,2.0,0.75,0.1,291,0.028686908517350156,0.02655837515527885,141,0.4845360824742268,0.5817816543244092,0.661984830222422,0.578842724168775,0.6509691480556563,0.27498254254107096
1.0,2.0,0.75,0.2,291,0.028686908517350156,0.02655837515527885,141,0.4845360824742268,0.5817816543244092,0.661984830222422,0.578842724168775,0.6509691480556563,0.27498254254107096
1.0,2.0,0.75,0.25,291,0.028686908517350156,0.02655837515527885,141,0.4845360824742268,0.5817816543244092,0.661984830222422,0.578842724168775,0.6509691480556563,0.27498254254107096
1.0,2.0,0.75,0.3,291,0.028686908517350156,0.02655837515527885,141,0.4845360824742268,0.5817816543244092,0.661984830222422,0.578842724168775,0.6509691480556563,0.27498254254107096
1.0,2.0,0.75,0.4,291,0.028686908517350156,0.02655837515527885,141,0.4845360824742268,0.5817816543244092,0.661984830222422,0.578842724168775,0.6509691480556563,0.27498254254107096
1.0,2.0,0.8,0.1,177,0.017448738170347002,0.019731212767147868,101,0.5706214689265536,0.6163645667013574,0.6951010467905888,0.6249287755411029,0.6928019713576088,0.25960916911143156
1.0,2.0,0.8,0.2,177,0.017448738170347002,0.019731212767147868,101,0.5706214689265536,0.6163645667013574,0.6951010467905888,0.6249287755411029,0.6928019713576088,0.25960916911143156
1.0,2.0,0.8,0.25,177,0.017448738170347002,0.019731212767147868,101,0.5706214689265536,0.6163645667013574,0.6951010467905888,0.6249287755411029,0.6928019713576088,0.25960916911143156
1.0,2.0,0.8,0.3,177,0.017448738170347002,0.019731212767147868,101,0.5706214689265536,0.6163645667013574,0.6951010467905888,0.6249287755411029,0.6928019713576088,0.25960916911143156
1.0,2.0,0.8,0.4,177,0.017448738170347002,0.019731212767147868,101,0.5706214689265536,0.6163645667013574,0.6951010467905888,0.6249287755411029,0.6928019713576088,0.25960916911143156
1.0,2.0,0.85,0.1,56,0.005520504731861199,0.008176232518476446,38,0.6785714285714286,0.6614066921890913,0.7701170247454802,0.6871686412328055,0.7417413135026267,0.1973795435333897
1.0,2.0,0.85,0.2,56,0.005520504731861199,0.008176232518476446,38,0.6785714285714286,0.6614066921890913,0.7701170247454802,0.6871686412328055,0.7417413135026267,0.1973795435333897
1.0,2.0,0.85,0.25,56,0.005520504731861199,0.008176232518476446,38,0.6785714285714286,0.6614066921890913,0.7701170247454802,0.6871686412328055,0.7417413135026267,0.1973795435333897
