scale_km,grids,mean_pet_nearest_km,median_pet_nearest_km,mean_elder_nearest_km,median_elder_nearest_km,same_grid_high_pet_low_elder_rate,access_high_pet_low_elder_rate,access_high_pet_low_all_age_rate,access_high_all_age_low_pet_rate,buffer_0p5km_high_pet_low_elder_rate,buffer_0p5km_high_pet_low_all_age_rate,buffer_0p5km_high_all_age_low_pet_rate,buffer_1p0km_high_pet_low_elder_rate,buffer_1p0km_high_pet_low_all_age_rate,buffer_1p0km_high_all_age_low_pet_rate,buffer_2p0km_high_pet_low_elder_rate,buffer_2p0km_high_pet_low_all_age_rate,buffer_2p0km_high_all_age_low_pet_rate
0.5,31393,5.808510269336208,1.955802588073583,2.80563057008591,1.7867514335392058,0.0467620170101615,0.02092823240849871,0.02115121205364253,0.017742808906444113,0.0788392316758513,0.03325582136145001,0.03733316344407989,0.050871213327811936,0.017010161500971555,0.022616506864587646,0.00633899276908865,0.002102379511356035,0.002420921861561495
1.0,11830,8.236149460150825,2.9020809492502635,3.6123978931446183,2.3383834294593324,0.056973795435333895,0.014792899408284023,0.014623837700760778,0.015384615384615385,0.05384615384615385,0.020202874049027895,0.035418427726120034,0.03431952662721893,0.00794590025359256,0.035672020287404904,0.01496196111580727,0.0038038884192730348,0.013947590870667794
2.0,3901,10.418168420908872,4.5142683417396485,4.405087604919794,2.9970919094783484,0.06818764419379646,0.0066649577031530375,0.005126890540886952,0.009741092027685208,0.04178415790822866,0.013329915406306075,0.034862855678031275,0.06434247628813125,0.026916175339656498,0.04434760317867213,0.019225839528326072,0.003845167905665214,0.029735965137144323
