grid_row_id,observed_label,target_class,feature,feature_value,shap_value
5871,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8128328683743342,0.025040748723880145
5886,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9748922140502156,0.06760888063991789
940,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9048102121903796,0.06625609202765916
1296,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07443025880442795
2812,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7880632344238735,-0.011008226222041525
5570,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9296643841406712,0.060677352155921835
4035,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7800321244399357,0.00214844041457307
3980,retail_only_absorption,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9122495561755009,0.11320271686734414
111,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.4877842590244314,-0.08315677601806312
9601,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09729369248577172
114,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.6512807506974385,-0.028122894542739876
963,retail_only_absorption,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8128328683743342,0.00855042525012582
1825,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.400456505199087,-0.07551708869171234
8050,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7146842505706315,0.00242391939014457
2142,medical_only_professionalization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7959252684081495,-0.0245384570546097
4850,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7480767605038465,-0.0011306830605964605
2008,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07346627598314481
8321,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.0932295822424125
9971,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09200277116122511
8087,medical_only_professionalization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7800321244399357,-0.00797412393779377
5839,retail_only_absorption,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9287344661425312,0.09121758782672422
7213,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07162686002489604
7821,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.400456505199087,-0.09826478512000535
1717,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07165347332163723
1814,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.4877842590244314,-0.07051673240210621
4825,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.6960858906078282,-0.02036988851737452
4862,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.769803026460394,0.006334453322473414
7135,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8376870403246259,0.010477020163586677
6299,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9794572660410856,0.027884806566372992
3175,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.6227914447544171,-0.03727598462328699
8671,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09433253834327868
5694,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7480767605038465,0.010779166709097081
9158,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07271395604674986
958,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8661763462676473,0.02413360245696403
1897,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.0704114058634749
6353,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9758221320483558,0.030462708147463952
5219,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9611125200777748,0.05521585441536985
2724,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.08083509896375712
3516,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7959252684081495,-0.00129869879152575
2950,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.4877842590244314,-0.07786421689374572
2169,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.5455237129089526,-0.06844725500494644
5218,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8426747823146504,0.001559559541604078
7587,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09650378156097252
1589,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07277098661302674
1525,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.400456505199087,-0.07973204135287085
1318,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.6746977766506045,-0.016584006389552645
5134,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8263589483472821,-0.008855590552057912
4536,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.6227914447544171,-0.045161264367571945
9374,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.400456505199087,-0.10549844763703294
7136,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.08690684365861634
7475,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09656664383116963
4971,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.759743004480514,-0.0032009180149410047
271,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09963232319443506
702,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.6746977766506045,-0.009879721013173467
5476,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9193507481612984,0.07069533670169445
8427,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.5455237129089526,-0.05353618240925129
2751,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.5892298588215403,-0.05275078941144999
2437,retail_only_absorption,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9409924761180152,0.07219580920384433
8252,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09102818582880802
5851,retail_only_absorption,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7800321244399357,0.0015389923177161482
3981,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7800321244399357,-0.005522627274581238
5071,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8600896102798208,-0.010228803421882888
397,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07443949180666876
9840,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.08662822690642931
3036,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.5455237129089526,-0.05521130913435985
9496,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.400456505199087,-0.09068276942828962
7110,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.936511962126976,0.1073138948249661
5027,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.908868036182264,0.059566139757731146
9629,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.06997983825450112
4459,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8128328683743342,0.002950966531331144
9015,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07096916005943173
8568,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.4877842590244314,-0.06672978770673867
5779,retail_only_absorption,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.8990616282018767,0.07745522802553831
482,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09418660682417043
4995,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.7880632344238735,-0.013200395253490675
5882,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9004142361991715,0.0861312908168217
9606,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09142914116337596
6373,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9563783920872432,0.038927515446601134
585,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.08694574106807516
2327,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.400456505199087,-0.09017809702073153
238,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.0854773455974018
1424,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.759743004480514,0.002334228159755671
9373,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07369381681916919
5357,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9673683320652632,0.03325537324674466
7354,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09476323000124014
386,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07909794492395318
9748,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07153733412258452
5765,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.400456505199087,-0.10450814046980686
3606,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9709189280581622,0.05415897762335067
8606,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.400456505199087,-0.10136556904054458
19,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.5892298588215403,-0.060248886812838534
1426,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07744053594582567
8976,mixed_or_midlevel,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.5892298588215403,-0.06077976222180593
5989,bundled_pet_service_maturity,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.9903626680192746,0.009789426453323502
9191,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.07088037872055365
7448,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.6512807506974385,-0.028732870623738204
6515,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.820948516358103,0.012420235958995768
2207,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.0,-0.09175636884010947
6659,low_pet_serviceization,bundled_pet_service_maturity,daily_life_buffer_1p0km_pct,0.5455237129089526,-0.07283989178072052
