component,context,strata_spec,threshold,pair,pair_family,grids,O,E,Delta,rho,z_approx,q2.5,q50,q97.5,M,p_upper,R,seed,usable_grids,strata_used
spatial_ccem,non_elite,base_context_q4,0.8,elder_care__health_care,formal_care_pair,9907,828,767.4430581671867,60.55694183281332,1.0789074071207783,3.006491458624898,753.0,767.0,783.0,45.0,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,base_context_q4,0.8,health_care__transit,urban_service_pair,9907,1307,1227.999770854236,79.00022914576402,1.0643324461622732,3.907071465569267,1209.0,1228.0,1247.0,60.0,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,base_context_q4,0.8,daily_life__health_care,urban_service_pair,9907,1731,1653.2419558505017,77.75804414949835,1.0470336745775946,4.071457953615757,1639.0,1653.0,1668.0,63.0,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,base_context_q4,0.9,pet_retail__pet_medical,companion_animal_pair,9907,446,314.52230862250303,131.47769137749697,1.4180234208292664,8.93982438022072,299.0,315.0,331.0,115.0,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,base_context_q4,0.9,pet_retail__elder_care,pet_formal_care_contrast,9907,331,264.54573524954634,66.45426475045366,1.251201421515139,4.728551495328524,248.0,264.0,280.0,51.0,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,base_context_q4,0.9,pet_medical__elder_care,pet_formal_care_contrast,9907,310,239.1116871637399,70.8883128362601,1.2964652781179906,5.2585220216854145,223.0,239.0,254.02499999999986,55.975000000000136,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,base_context_q4,0.9,elder_care__health_care,formal_care_pair,9907,424,339.26915101118425,84.73084898881575,1.2497452206788542,5.58186170331003,324.0,339.0,355.0,69.0,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,base_context_q4,0.9,health_care__transit,urban_service_pair,9907,639,536.7310296549974,102.26897034500257,1.1905404470666425,6.208573669218728,522.0,537.0,552.0,87.0,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,base_context_q4,0.9,daily_life__health_care,urban_service_pair,9907,780,577.0347950006947,202.96520499930534,1.3517382430968674,11.915554246844234,561.0,577.0,594.0,186.0,0.0004997501249375312,2000,20260609,9814,180
spatial_ccem,non_elite,no_service_density_q4,0.8,pet_retail__pet_medical,companion_animal_pair,9907,698,540.6259719116304,157.37402808836964,1.2910959448209671,9.049208785597713,523.0,541.0,559.0249999999999,138.97500000000014,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.8,pet_retail__elder_care,pet_formal_care_contrast,9907,557,468.8911003983843,88.10889960161569,1.1879090891824469,5.062073841572074,449.0,469.0,487.02499999999986,69.97500000000014,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.8,pet_medical__elder_care,pet_formal_care_contrast,9907,551,463.37267024141397,87.62732975858603,1.1891076780875591,5.1654825434591904,446.0,463.0,482.02499999999986,68.97500000000014,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.8,elder_care__health_care,formal_care_pair,9907,828,748.4924320602577,79.50756793974233,1.1062236096641542,3.9151255158494758,731.0,748.0,765.0,63.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.8,health_care__transit,urban_service_pair,9907,1307,1197.6449327548944,109.3550672451056,1.0913084205963788,5.2273900931148685,1178.0,1197.5,1217.0,90.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.8,daily_life__health_care,urban_service_pair,9907,1731,1631.0551621817283,99.94483781827171,1.061276184972545,4.877073660417403,1616.0,1631.0,1646.0,85.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.9,pet_retail__pet_medical,companion_animal_pair,9907,446,304.6385355411416,141.3614644588584,1.4640301470979447,9.683378265873264,289.0,305.0,321.0,125.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.9,pet_retail__elder_care,pet_formal_care_contrast,9907,331,256.97269387158,74.02730612841998,1.2880746005076107,5.317328034071078,241.0,257.0,273.0,58.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.9,pet_medical__elder_care,pet_formal_care_contrast,9907,310,232.8910827622885,77.1089172377115,1.3310943309770964,5.764821876101025,216.0,233.0,248.0,62.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.9,elder_care__health_care,formal_care_pair,9907,424,327.80635229598295,96.19364770401705,1.2934465638944113,6.394370595244299,312.0,328.0,343.0,81.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.9,health_care__transit,urban_service_pair,9907,639,513.3269488621031,125.67305113789689,1.2448206769905177,7.645665969809871,496.975,514.0,530.0,109.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,no_service_density_q4,0.9,daily_life__health_care,urban_service_pair,9907,780,549.3149535913208,230.68504640867923,1.4199504217034373,13.603001390645861,532.0,549.0,566.0,214.0,0.0004997501249375312,2000,20260609,9905,63
spatial_ccem,non_elite,socio_spatial_q4,0.8,pet_retail__pet_medical,companion_animal_pair,9907,698,487.63097800034114,210.36902199965886,1.4314102907537423,12.51480012134658,471.0,488.0,506.0,192.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.8,pet_retail__elder_care,pet_formal_care_contrast,9907,557,431.3542488328153,125.6457511671847,1.2912820529927889,7.664408392810103,414.0,431.0,450.0,107.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.8,pet_medical__elder_care,pet_formal_care_contrast,9907,551,432.309361667167,118.69063833283298,1.2745502384568121,7.348853462614761,415.0,433.0,451.0,100.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.8,elder_care__health_care,formal_care_pair,9907,828,664.6541646363667,163.34583536363334,1.2457606437371833,8.612319924238992,646.0,665.0,684.0,144.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.8,health_care__transit,urban_service_pair,9907,1307,1061.886535260051,245.113464739949,1.230828300953945,11.6429289994397,1040.0,1061.0,1084.0,223.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.8,daily_life__health_care,urban_service_pair,9907,1731,1245.2081283838754,485.7918716161246,1.3901290559728532,22.083112435634945,1221.0,1244.0,1268.0,463.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.9,pet_retail__pet_medical,companion_animal_pair,9907,446,286.70990582462105,159.29009417537895,1.5555793188143834,11.328607140111925,271.0,287.0,302.0,144.0,0.0004997501249375312,2000,20260609,9859,218
spatial_ccem,non_elite,socio_spatial_q4,0.9,pet_retail__elder_care,pet_formal_care_contrast,9907,331,247.99581381961562,83.00418618038438,1.3346999487691313,6.2963809113175175,233.0,248.0,263.0,68.0,0.0004997501249375312,2000,20260609,9859,218
