component,context,strata_spec,threshold,pair,O,E,Delta,rho,z_approx,q2.5,q50,q97.5,M,p_upper,R,seed,usable_grids,strata_used
spatial_ccem_seed_sensitivity,all_observed,base_plus_spatial_q4,0.8,pet_retail__pet_medical,823,672.0607268666558,150.93927313334416,1.2245917178304218,8.253132000603275,655.0,672.0,690.0,133.0,0.000999000999000999,1000,20260609,8457,652
spatial_ccem_seed_sensitivity,all_observed,base_plus_spatial_q4,0.8,pet_retail__pet_medical,823,672.0607268666558,150.93927313334416,1.2245917178304218,8.253132000603275,655.975,673.0,690.0,133.0,0.000999000999000999,1000,20260610,8457,652
spatial_ccem_seed_sensitivity,all_observed,base_plus_spatial_q4,0.8,pet_retail__pet_medical,823,672.0607268666558,150.93927313334416,1.2245917178304218,8.253132000603275,655.0,672.0,689.0,134.0,0.000999000999000999,1000,20260611,8457,652
spatial_ccem_seed_sensitivity,all_observed,base_plus_spatial_q4,0.8,pet_retail__pet_medical,823,672.0607268666558,150.93927313334416,1.2245917178304218,8.253132000603275,654.0,672.0,690.0,133.0,0.000999000999000999,1000,20260612,8457,652
spatial_ccem_seed_sensitivity,all_observed,base_plus_spatial_q4,0.8,pet_retail__pet_medical,823,672.0607268666558,150.93927313334416,1.2245917178304218,8.253132000603275,655.0,671.0,689.0,134.0,0.000999000999000999,1000,20260613,8457,652
